response_id,source,object,original_translated,text,utility_rater02,cluster,center_dist,number_words,cluster_response
18576,human,can,make music,make music,3,191,0.3345016539096832,2,compose music
4385,additional,can,compose symphony,compose symphony,1,191,0.4116439819335937,2,compose music
4405,additional,can,write poetry,write poetry,1,191,0.4118438363075256,2,compose music
3640,additional,can,sing song,sing song,1,192,0.280402273,2,sing song
4383,additional,can,sing opera,sing opera,1,192,0.280402273,2,sing song
18661,human,can,make music,music,3,193,0.2864364087581634,1,music
6627,additional,can,listen to music,listen music,1,193,0.3123078346252441,2,music
22238,human,can,play music,playing music,3,193,0.316188097,2,music
662,additional,can,radio,radio,1,193,0.3690495491027832,1,music
22694,human,can,press,press,3,193,0.4476644098758697,1,music
19016,human,can,make noise with it,noise,3,194,0.3101646602153778,1,noise
20694,human,can,make a sling with it and tie it to something so that it makes noise,tie crank somewhere makes noise,3,194,0.3610953092575073,5,noise
19821,human,can,you can imitate a motor sound with it,imitate engine noise,4,194,0.3733584284782409,3,noise
19246,human,can,behind your bike as sound,rear bicycle noise,3,194,0.3798951208591461,3,noise
18580,human,can,make noise on king's night,noise king night,4,194,0.4046010375022888,3,noise
21445,human,can,amplifier,amplifier,3,195,0.2118002027273178,1,amplifier
21191,human,can,music amplifier,music amplifier,3,195,0.2269712090492248,2,amplifier
21443,human,can,to amplify sound,amplify sound,4,195,0.2739791572093963,2,amplifier
378,human,can,make music with it/make a sound,music sound,4,196,0.2708291113376617,2,music sound
20208,human,can,sound/music,sound music,3,196,0.2737238705158233,2,music sound
19820,human,can,sound device,sound device,3,196,0.3186767697334289,2,music sound
6671,additional,can,record sound,record sound,1,196,0.342930406,2,music sound
6075,additional,can,soundproo,soundproo,2,196,0.3573363721370697,1,music sound
20273,human,can,a way to transmit sound by wire,way sound bring wire,3,196,0.3744376897811889,4,music sound
21077,human,can,use with a string in between,string,3,197,0.2377799898386001,1,string
21726,human,can,string it together,string together,3,197,0.2867769002914428,2,string
21153,human,can,with a string in between to transmit sound,string make sound,3,197,0.2957452237606048,3,string
20356,human,can,talk through it with a string,talking string,3,197,0.3049615919589996,2,string
20682,human,can,to make a light string,string lights,4,197,0.3381468057632446,2,string
21184,human,can,thread something from the tabs,stringing tabs,4,197,0.3528899252414703,2,string
3203,additional,can,cello,cello,1,198,0.1501167267560959,1,cello
3210,additional,can,play cello,play cello,1,198,0.1501167267560959,2,cello
20803,human,can,bend,bow,3,199,0.203855813,1,bow
521,additional,can,violin bow,violin bow,1,199,0.203855813,2,bow
3207,additional,can,drums,drums,2,200,0.1613536924123764,1,drums
19389,human,can,drum,drum,4,200,0.1965096443891525,1,drums
21729,human,can,drumming,drumming,4,200,0.2219681590795517,1,drums
18963,human,can,drum kit,drum kit,4,200,0.2334216982126236,2,drums
18647,human,can,music instrument,musical instrument,3,201,0.2427800893783569,2,musical instrument
19350,human,can,music instrument,music instrument,3,201,0.2528316676616668,2,musical instrument
18988,human,can,instrument,instrument,4,201,0.316011906,1,musical instrument
22349,human,can,music instrument to store,hitting musical instrument,4,201,0.3209567666053772,3,musical instrument
21147,human,can,outdoor play instrument by standing on it,outdoor playing instrument,4,201,0.3399406969547272,3,musical instrument
350,LLM,can,homemade musical instrument,homemade musical instrument,4,201,0.3406461775302887,3,musical instrument
3205,additional,can,ukulele,ukulele,1,201,0.3419189751148224,1,musical instrument
21017,human,can,make sound by hitting something/musical instrument,sound hitting something musical instrument,3,201,0.3468250632286072,5,musical instrument
3212,additional,can,play ukulele,play ukulele,1,201,0.3957455456256866,2,musical instrument
3206,additional,can,banjo,banjo,1,202,0.1406798511743545,1,banjo
3213,additional,can,play banjo,play banjo,1,202,0.1406798511743545,2,banjo
3201,additional,can,piano,piano,1,203,0.3000848591327667,1,piano
3211,additional,can,play harp,play harp,1,203,0.3137677013874054,2,piano
3204,additional,can,harp,harp,1,203,0.3181768655776977,1,piano
3208,additional,can,play piano,play piano,1,203,0.3419581949710846,2,piano
4381,additional,can,dance ballet,dance ballet,1,204,0.2354418188333511,2,dance ballet
3638,additional,can,dance,dance,2,204,0.2658027708530426,1,dance ballet
20970,human,can,dance with them,dancing,3,204,0.2923180758953094,1,dance ballet
3253,additional,can,perform ballet,perform ballet,1,204,0.3097125887870788,2,dance ballet
21842,human,can,Can walking,stilts,4,205,0.2412346303462982,1,stilts
19615,human,can,stilts but different,stilts,3,205,0.2412346452474594,1,stilts
19576,human,can,to walk on just like toddlers with those vague stilts,walk like toddlers vague stilts,4,205,0.2894860506057739,5,stilts
899,human,can,walk on it like stilts with rope attached for children,children walk stilts rope attached,4,205,0.2901428341865539,5,stilts
19912,human,can,shoes with strings for children,shoes strings children,3,205,0.413475364,3,stilts
19458,human,can,shoe,shoe,2,206,0.2992053031921386,1,shoe
19516,human,can,shoes,shoes,2,206,0.3086349368095398,1,shoe
18768,human,can,shoe heel,shoe heel,3,206,0.312734455,2,shoe
21883,human,can,tie it under your feet as shoes,feet tie shoes,3,206,0.3368851244449615,3,shoe
3806,additional,can,tie shoes,tie shoes,1,206,0.3617046177387237,2,shoe
21865,human,can,tap dance heel,tap dance heel,2,206,0.3896744549274444,3,shoe
22053,human,can,put it under your shoe sole so that it sticks annoyingly,sole shoe sticks annoyingly,3,206,0.434910774,4,shoe
22583,human,can,stand up so that it stays on your heel,stand remains stuck heel,3,206,0.4459604620933532,4,shoe
3239,additional,can,ride bicycle,ride bicycle,1,207,0.2672982513904571,2,ride bicycle
3645,additional,can,ride bike,ride bike,1,207,0.3053470551967621,2,ride bicycle
6714,additional,can,operate as bicycle,operate bicycle,1,207,0.3226949870586395,2,ride bicycle
19465,human,can,bell for on the bike,call bike,3,207,0.3381471335887909,2,ride bicycle
21738,human,can,handles for bike,bicycle handles,2,207,0.3460904061794281,2,ride bicycle
19654,human,can,material for a bicycle,bicycle material,3,207,0.3463583290576935,2,ride bicycle
1028,human,can,tie bobbins behind your bike,tie bobbins behind bicycle,5,207,0.3928314447402954,4,ride bicycle
3836,additional,can,operate crane,operate crane,1,208,0.2040561586618423,2,operate crane
1907,human,can,tap,crane,2,208,0.310041219,1,operate crane
3215,additional,can,operate heavy machinery,operate heavy machinery,1,208,0.3505261242389679,3,operate crane
22952,human,can,weightlifting,weight lifting,3,209,0.2348639816045761,2,weight lifting
23322,human,can,lift weight,lifting weight,3,209,0.2495657503604889,2,weight lifting
5958,additional,can,lifting equipment,lifting equipment,2,209,0.3192951381206512,2,weight lifting
5959,additional,can,lifter,lifter,2,209,0.3290399014949798,1,weight lifting
22382,human,can,to train strength,strength training,4,209,0.3467621803283691,2,weight lifting
2140,human,can,use as dumbbells,dumbbells,5,209,0.3581883609294891,1,weight lifting
3803,additional,can,do push-ups,push ups,1,209,0.3904141783714294,2,weight lifting
750,LLM,can,piggy bank,piggy bank,5,210,0.2462595850229263,2,piggy bank
361,LLM,can,makes great piggy bank,makes great piggy bank,4,210,0.3225391805171966,4,piggy bank
431,LLM,can,cute piggy bank painting pink adding eyes nostrils coin slot top,cute piggy bank painting pink adding eyes nostrils coin slot top,4,210,0.3386446535587311,11,piggy bank
22040,human,can,make a bench,bank,3,210,0.3620481491088867,1,piggy bank
355,LLM,can,coin bank,coin bank,5,210,0.3651665449142456,2,piggy bank
4407,additional,can,milk cows,milk cows,1,211,0.2867737710475921,2,milk cows
18728,human,can,milk jug,milk jug,4,211,0.3207710981369018,2,milk cows
4408,additional,can,milk goats,milk goats,1,211,0.3284271955490112,2,milk cows
23024,human,can,barrel,barrel,4,212,0.304312915,1,barrel
1905,human,can,chemical waste container,chemical waste barrel,2,212,0.309299111,3,barrel
22182,human,can,make irrigation barrel,irrigation barrel,2,212,0.3327074944972992,2,barrel
1906,human,can,storage tank,storage tank,4,212,0.3397597074508667,2,barrel
1904,human,can,gas tank,gas tank,3,212,0.3571386933326721,2,barrel
20040,human,can,cut and sand in and flower or shells in,cut sand flower shells,3,213,0.334528774,4,sandcastles
20904,human,can,music instrument with sand or rice in it,musical instrument sand rice,4,213,0.3376948833465576,4,sandcastles
21818,human,can,make sand castles,sandcastles,5,213,0.3383819162845611,1,sandcastles
21754,human,can,build a pyramid,building pyramid,3,214,0.2792317867279053,2,building pyramid
22416,human,can,build raft,building raft,2,214,0.3072516918182373,2,building pyramid
19393,human,can,pyramid,pyramid,3,214,0.347954661,1,building pyramid
20206,human,can,lots of cans build a raft together,build raft cans together,3,214,0.3486504554748535,4,building pyramid
23520,human,can,boat,boat,3,215,0.2938287556171417,1,boat
3835,additional,can,row boat,row boat,1,215,0.3247853517532348,2,boat
20684,human,can,as a boat to play in puddles,play boat puddles,3,215,0.3522188067436218,3,boat
2015,human,can,close a boat that is leaking,closing boat leaking,3,215,0.3556604385375976,3,boat
20592,human,can,anchor (with sand in it),anchor,3,216,0.3417415618896484,1,anchor
19557,human,can,float,float,4,216,0.3472554087638855,1,anchor
22550,human,can,lightweight anchor,lightweight anchor,4,216,0.3800066411495209,2,anchor
22260,human,can,weigh,weigh,3,216,0.3810275793075561,1,anchor
18889,human,can,stomp flat,pound flat,3,216,0.4010886549949646,2,anchor
22422,human,can,buoy,buoy,4,216,0.4123170971870422,1,anchor
3199,additional,can,swim,swim,2,217,0.1891755759716034,1,swim
6630,additional,can,swim in it,swim,1,217,0.1891755759716034,1,swim
4379,additional,can,swim in ocean,swim ocean,3,217,0.3459219634532928,2,swim
23506,human,can,something to dive for in the pool,plunge pool,5,217,0.4018469452857971,2,swim
2018,human,can,make a sink,sink,2,218,0.331336647,1,sink
22251,human,can,to pour,drain,4,218,0.3568463325500488,1,sink
5977,additional,can,kitchen sink,kitchen sink,2,218,0.3699724376201629,2,sink
5975,additional,can,trough,trough,2,218,0.3838162422180176,1,sink
6114,additional,can,blanch,blanch,2,218,0.4143202602863312,1,sink
487,LLM,can,colander,colander,3,218,0.4174833595752716,1,sink
21070,human,can,shrink,shrivel,3,218,0.4242968559265136,1,sink
6113,additional,can,simmer,simmer,2,218,0.4280221462249756,1,sink
3216,additional,can,perform surgery,perform surgery,1,219,0.1926767230033874,2,perform surgery
6649,additional,can,conduct surgery,conduct surgery,1,219,0.1926767230033874,2,perform surgery
799,human,can,whoever can move the can to the line with their belly,belly line move,5,220,0.3534742593765259,3,belly line move
800,human,can,move the can to another side between two bellies,apply lace bellies,5,220,0.3767074942588806,3,belly line move
6068,additional,can,lining,lining,2,220,0.3917023241519928,1,belly line move
18611,human,can,you can eat it if you have a strong stomach,eat strong stomach,1,220,0.4300210475921631,3,belly line move
21370,human,can,flatten,flat,3,221,0.299792469,1,flat
22488,human,can,press flat,press flat,3,221,0.3056719601154327,2,flat
21528,human,can,stomp,flatten,4,221,0.3452093005180359,1,flat
19981,human,can,kick flat and like a frisbee,flat kick frisbee,4,221,0.359280914,3,flat
21094,human,can,kick flat and play football with it,flat kicking football,3,221,0.3646577298641205,3,flat
18890,human,can,press flat against your head,press flat head,3,221,0.3693825304508209,3,flat
19199,human,can,you can squash it and throw it,flatten throw,3,221,0.3782615065574646,2,flat
19495,human,can,flatten with your foot,flat foot,3,221,0.3860084116458893,2,flat
21456,human,can,throwing disc when flattened,throwing disc flattened,3,221,0.3886802494525909,3,flat
20389,human,can,crumple,crumple,3,222,0.2673524022102356,1,crumple
20039,human,can,crush together,cram together,3,222,0.3257677853107452,2,crumple
18612,human,can,you can crumple it up for comic effect,crumple comic effect,3,222,0.3436228334903717,3,crumple
20894,human,can,stuff up,cram,3,222,0.346126527,1,crumple
2151,human,can,train your hand by crumpling it,hand training crumple,4,222,0.3521355092525482,3,crumple
19088,human,can,stack up,pile,5,223,0.1152489706873893,1,pile
22720,human,can,Make a stack,pile,4,223,0.1152489706873893,1,pile
22442,human,can,put things on it,pile things,4,223,0.2304979413747787,2,pile
19251,human,can,stack with it to make a structure,stack construction,4,224,0.2428488135337829,2,stack construction
22344,human,can,stack,stack,4,224,0.2436241656541824,1,stack construction
18917,human,can,stack it on top of each other,stack together,4,224,0.2511977851390838,2,stack construction
23152,human,can,Stack it on top of each other to make a tower,stacking tower together,4,224,0.2857824265956878,3,stack construction
6704,additional,can,shape-shift into objects,shape shift objects,1,225,0.2020058035850525,3,shape shift objects
6707,additional,can,shape-shift into other objects,shape shift objects,1,225,0.2020058035850525,3,shape shift objects
6705,additional,can,shape-shift,shape shift,1,225,0.2062359303236007,2,shape shift objects
6706,additional,can,shape-shift into people,shape shift people,1,225,0.2278938889503479,3,shape shift objects
6708,additional,can,shape-shift into other people,shape shift people,1,225,0.2278938889503479,3,shape shift objects
19368,human,can,make molds,shapes,3,225,0.3779121339321136,1,shape shift objects
499,LLM,can,turn,turn,3,226,0.1361256390810012,1,turn
21417,human,can,turn,turn,3,226,0.1361256539821624,1,turn
