target object,alternate use,utility_r1,utility_r2,mean_utility
fork,eat cake,5,5.0,5.0
fork,cake fork,5,5.0,5.0
fork,set table,5,5.0,5.0
fork,serve table,5,5.0,5.0
fork,table scratch,4,5.0,4.5
fork,lay table,5,5.0,5.0
fork,set table neatly,5,5.0,5.0
fork,set up table,5,5.0,5.0
fork,table cutlery,5,5.0,5.0
fork,table set,5,5.0,5.0
fork,table tennis,3,2.0,2.5
fork,teeth doll,3,2.0,2.5
fork,stir drink,5,5.0,5.0
fork,cleaning teeth,3,3.0,3.0
fork,pick your teeth,4,3.0,3.5
fork,melting mold casting new,3,3.0,3.0
fork,turret bowling,3,2.0,2.5
fork,melting mold casting,3,3.0,3.0
fork,open locks,4,3.0,3.5
fork,pick up where not,4,4.0,4.0
fork,grate,4,3.0,3.5
fork,draw straight eyeliner line,4,4.0,4.0
fork,draw straight lines,4,3.0,3.5
fork,guideline make up,4,4.0,4.0
fork,store rings,3,3.0,3.0
fork,ring holder,3,3.0,3.0
fork,ring bearer,3,3.0,3.0
fork,stirring instrument,5,5.0,5.0
fork,stir medium,5,5.0,5.0
fork,stir bar,5,5.0,5.0
fork,press edges,5,5.0,5.0
fork,stir stick,5,5.0,5.0
fork,stirring food,5,5.0,5.0
fork,stirring pan cup,5,5.0,5.0
fork,smoking dirty fingers,3,4.0,3.5
fork,roll,5,3.0,4.0
fork,spinning around,5,3.0,4.0
fork,back scratch,5,4.0,4.5
fork,back scratching,5,4.0,4.5
fork,back tickle,5,4.0,4.5
fork,you have back scraping itch,5,4.0,4.5
fork,backscratcher,5,4.0,4.5
fork,smell,3,2.0,2.5
fork,stir,5,5.0,5.0
fork,medium of exchange,4,3.0,3.5
fork,keep window open,4,3.0,3.5
fork,cleaning drain,4,4.0,4.0
fork,polish,3,5.0,4.0
fork,combing doll hair,4,4.0,4.0
fork,puppet show doll,3,2.0,2.5
fork,doll,3,2.0,2.5
fork,poke,4,3.0,3.5
fork,get pot,4,5.0,4.5
fork,jar open,3,5.0,4.0
fork,pot lid open lifts,3,4.0,3.5
fork,dig up potting soil,4,4.0,4.0
fork,mash,5,5.0,5.0
fork,prick,4,5.0,4.5
fork,striking modernist work of art,3,3.0,3.0
fork,jab,4,5.0,4.5
fork,prick food,5,5.0,5.0
fork,poke friends,5,5.0,5.0
fork,pricker,5,5.0,5.0
fork,try to catch,3,3.0,3.0
fork,test setups,4,3.0,3.5
fork,projectile,4,3.0,3.5
fork,launching wads,4,4.0,4.0
fork,prick open pimple,3,3.0,3.0
fork,pushpin,3,4.0,3.5
fork,puree,4,5.0,4.5
fork,get hole,4,4.0,4.0
fork,prick things,4,5.0,4.5
fork,merge statue,3,3.0,3.0
fork,skewer,4,4.0,4.0
fork,scissors,3,1.0,2.0
fork,sculpture,3,3.0,3.0
fork,selfdefense,3,4.0,3.5
fork,service,3,5.0,4.0
fork,crockery,5,5.0,5.0
fork,shirt hanging,3,3.0,3.0
fork,ornament,3,3.0,3.0
fork,jewellery,3,3.0,3.0
fork,hanging jewelry,4,3.0,3.5
fork,jewelry pendant,4,3.0,3.5
fork,scoop up lettuce,5,5.0,5.0
fork,strike object to produce sound,4,4.0,4.0
fork,scrub,4,2.0,3.0
fork,kill snake,4,4.0,4.0
fork,bad sieve,4,3.0,3.5
fork,key,4,2.0,3.0
fork,tinker,4,3.0,3.5
fork,key holder,5,3.0,4.0
fork,sharpen,3,3.0,3.0
fork,sling shot,3,4.0,3.5
fork,cracking lock,4,3.0,3.5
fork,lock open,4,3.0,3.5
fork,open lock,4,3.0,3.5
fork,forcing locks,4,3.0,3.5
fork,breaking locks,4,3.0,3.5
fork,eating badly soup,4,2.0,3.0
fork,shove,4,3.0,3.5
fork,screwdriver,4,4.0,4.0
fork,loosen screws at back,4,4.0,4.0
fork,scissors prick things tear,3,3.0,3.0
fork,skate,2,1.0,1.5
fork,partition wall,3,2.0,2.5
fork,spade,3,3.0,3.0
fork,create garden,3,3.0,3.0
fork,scoop,3,3.0,3.0
fork,dig shovel,3,3.0,3.0
fork,tear,3,2.0,2.5
fork,shooting objects,4,4.0,4.0
fork,painting painting,3,3.0,3.0
fork,painting,3,3.0,3.0
fork,peel,3,2.0,2.5
fork,shoe,3,2.0,2.5
fork,put on shoe,3,4.0,3.5
fork,shoehorn,3,4.0,3.5
fork,clean things up,4,3.0,3.5
fork,cleaning brush,3,2.0,2.5
fork,cleaning skewer,3,3.0,3.0
fork,cleaning tool,3,2.0,2.5
fork,clean,3,2.0,2.5
fork,scrape,4,4.0,4.0
fork,write,3,3.0,3.0
fork,writing ink,4,3.0,3.5
fork,writing wall,4,3.0,3.5
fork,loosen screws,4,4.0,4.0
fork,melt,4,3.0,3.5
fork,rope tie throw things in get water example,4,3.0,3.5
fork,picking teeth,3,3.0,3.0
fork,rope tensioner,4,3.0,3.5
fork,mix,5,5.0,5.0
fork,making patterns in soft foods like mashed potatoes,5,5.0,5.0
fork,twirling pasta around fork before eating it,5,5.0,5.0
fork,spear vegetables or fruit for juicing or smoothies,5,5.0,5.0
fork,using fork to hold piece of food while cutting it with knife,5,5.0,5.0
fork,picking up food that has fallen on floor,5,5.0,5.0
fork,eating food with fork,5,5.0,5.0
fork,play with your food before you eat it,5,5.0,5.0
fork,eat food without getting your hands dirty,5,5.0,5.0
fork,make music by hitting it against different surfaces,5,5.0,5.0
fork,make music with forks by tapping them on different surfaces and experiment with different sounds,5,5.0,5.0
fork,hang forks on string to make wind chimes or mobile art,3,3.0,3.0
fork,use fork as bookmark,5,5.0,5.0
fork,pick up small things like beads or glitter,5,5.0,5.0
fork,roll rope on it,5,3.0,4.0
fork,use fork to make patterns in sand or dirt,5,5.0,5.0
fork,if you bend forkyou can use it as curling iron for your hair,4,4.0,4.0
fork,play the piano by pressing on the tines,3,3.0,3.0
fork,makeshift toothpick,4,4.0,4.0
fork,finger hooks,4,4.0,4.0
fork,feed,5,5.0,5.0
fork,finger extender,4,3.0,3.5
fork,file,3,2.0,2.5
fork,remove dirt between tiles,5,4.0,4.5
fork,getting dirt between teeth,4,4.0,4.0
fork,clean dirty edges,4,4.0,4.0
fork,remove dirt from under nails,4,4.0,4.0
fork,clean up dirty things,5,4.0,4.5
fork,stick fork in potted plant to help support it,5,5.0,5.0
fork,eat spaghetti,5,5.0,5.0
fork,hold onto foods like chicken wings so you don make mess,5,5.0,5.0
fork,help cut soft foods,5,5.0,5.0
fork,feel,5,3.0,4.0
fork,food plug,5,5.0,5.0
fork,food pick,5,5.0,5.0
fork,moving food,5,5.0,5.0
fork,take food hold fork other way around,5,5.0,5.0
fork,food plate food,5,5.0,5.0
fork,get canned food,5,5.0,5.0
fork,food,2,5.0,3.5
fork,carpeting,2,1.0,1.5
fork,liquid iron,4,2.0,3.0
fork,aeroplane,3,1.0,2.0
fork,fly swatter,5,2.0,3.5
fork,sting fly to death,5,3.0,4.0
fork,keep meat still while cutting,5,5.0,5.0
fork,cutting meat,4,4.0,4.0
fork,turn meat over pan,5,5.0,5.0
fork,turn meat,5,5.0,5.0
fork,fishing,4,3.0,3.5
fork,catch fish,4,3.0,3.5
fork,eat fish,5,5.0,5.0
fork,fish cutlery,5,5.0,5.0
fork,give violin extra sound,4,3.0,3.5
fork,play football,3,2.0,2.5
fork,paste forehead,3,5.0,4.0
fork,create elegant hors oeuvres by spearing fruitcheeseand other bite sized foods on toothp,4,4.0,4.0
fork,get creative with breakfast and make eggs benedict on waffle for delicious and unique twist,4,4.0,4.0
fork,use fork to add extra flavor to your cooking by marinating meat or poultry in flavorful sauce before grilling or baking,5,5.0,5.0
fork,make music use as drumsticks on pots and pans,5,5.0,5.0
fork,use as back scratcher,4,5.0,4.5
fork,pick up dirty,5,4.0,4.5
fork,get dirty,5,4.0,4.5
fork,foot scratching,5,4.0,4.5
fork,quadruple pick,4,3.0,3.5
fork,fasten,3,4.0,3.5
fork,cling,4,5.0,4.5
fork,pin notice board,4,4.0,4.0
fork,fight,4,4.0,4.0
fork,plowing fields,2,3.0,2.5
fork,bend sink unblocker,4,4.0,4.0
fork,defend,3,4.0,3.5
fork,defense,3,4.0,3.5
fork,defensive weapon,3,4.0,3.5
fork,paint dipping paints,3,3.0,3.0
fork,paint dipping drawing,3,3.0,3.0
fork,paint painting,3,3.0,3.0
fork,paint scraper,4,3.0,3.5
fork,forget,5,2.0,3.5
fork,heat,5,3.0,4.0
fork,sell,3,5.0,4.0
fork,extender,4,4.0,4.0
fork,no extension anywhere,4,4.0,4.0
fork,open packaging,4,5.0,4.5
fork,prick open packaging,4,5.0,4.5
fork,open packages,4,5.0,4.5
fork,decorate dish,4,3.0,3.5
fork,decoration wall,3,3.0,3.0
fork,hide,3,3.0,3.0
fork,replacement stopper,3,2.0,2.5
fork,annoying sound,4,4.0,4.0
fork,annoying noise chalkboard,4,4.0,4.0
fork,tidy up annoying battery covers,4,4.0,4.0
fork,dirty food sliding side plate,5,5.0,5.0
fork,taping car door broken handle,3,3.0,3.0
fork,distort,4,4.0,4.0
fork,fixed fork,3,4.0,3.5
fork,pin down,4,4.0,4.0
fork,loosen laces,4,4.0,4.0
fork,tie laces,4,4.0,4.0
fork,loosen lace,4,4.0,4.0
fork,made up microphone,4,3.0,3.5
fork,collect,4,4.0,4.0
fork,collectible,4,4.0,4.0
fork,injure,3,4.0,3.5
fork,deform statue,4,4.0,4.0
fork,conjure,3,1.0,2.0
fork,magic wand,4,3.0,3.5
fork,bars,4,2.0,3.0
fork,stair tread tree,4,2.0,3.0
fork,drumming,5,3.0,4.0
fork,stick hands,4,4.0,4.0
fork,raking garden,3,3.0,3.0
fork,marry knife,3,2.0,2.5
fork,gardening,3,3.0,3.0
fork,hang tight,3,3.0,3.0
fork,safety net,3,2.0,2.5
fork,learn good eating manners from young age,5,5.0,5.0
fork,garden tools,3,3.0,3.0
fork,put dishwasher,5,5.0,5.0
fork,use it as drumming sticks,4,3.0,3.5
fork,traps,3,3.0,3.0
fork,divide two,4,4.0,4.0
fork,remove between teeth,4,3.0,3.5
fork,get between teeth,4,3.0,3.5
fork,tunnel small animal,3,1.0,2.0
fork,cleaning garden stones,3,3.0,3.0
fork,stir at end,5,5.0,5.0
paperclip,phone reset end,5,5.0,5.0
paperclip,constrictor ants,2,1.0,1.5
paperclip,wave,2,3.0,2.5
paperclip,sundial,3,2.0,2.5
paperclip,keep bag closed,5,5.0,5.0
paperclip,workout bodybuilding ants,1,1.0,1.0
paperclip,fan,3,2.0,2.5
paperclip,take world trip,2,2.0,2.0
paperclip,hold sheets of paper together,5,5.0,5.0
paperclip,spring slingshot,3,4.0,3.5
paperclip,stuck zipper,5,5.0,5.0
paperclip,fasten to take something out,4,5.0,4.5
paperclip,fasten other,4,5.0,4.5
paperclip,pin down,4,5.0,4.5
paperclip,unfold piece of iron wire,4,4.0,4.0
paperclip,unfold skewer,4,4.0,4.0
paperclip,roll out toys,4,3.0,3.5
paperclip,ends stretch pointer,4,4.0,4.0
paperclip,remove end of iphone sim card,4,5.0,4.5
paperclip,zipper end,4,5.0,4.5
paperclip,connect wrap around,4,5.0,4.5
paperclip,small cracks appear end,4,4.0,4.0
paperclip,get between teeth,4,4.0,4.0
paperclip,between narrow edge,4,4.0,4.0
paperclip,conjure,3,3.0,3.0
paperclip,strings together,4,4.0,4.0
paperclip,string again band jogging pants,5,5.0,5.0
paperclip,fishing string,4,4.0,4.0
paperclip,hanging rope hanging paintings,4,4.0,4.0
paperclip,attach rope,4,4.0,4.0
paperclip,build tower,4,3.0,3.5
paperclip,toll,4,2.0,3.0
paperclip,tea bag holder,5,4.0,4.5
paperclip,hang up tea towel,4,5.0,4.5
paperclip,bend out,4,5.0,4.5
paperclip,lashes together,5,4.0,4.5
paperclip,connection between things,4,5.0,4.5
paperclip,connecting piece next to paper,4,5.0,4.5
paperclip,scratch away,4,4.0,4.0
paperclip,when completely pulls together iron wire,4,4.0,4.0
paperclip,when fly remains open pants are better closed,4,5.0,4.5
paperclip,get dirt between keyboard,5,4.0,4.5
paperclip,pick up dirty phone,5,4.0,4.5
paperclip,remove dirt from under nail,5,4.0,4.5
paperclip,dirty hair drain fish,5,4.0,4.5
paperclip,fold your point skewer,4,5.0,4.5
paperclip,fold shapes,4,4.0,4.0
paperclip,objects together,4,5.0,4.5
paperclip,finger trap,3,3.0,3.0
paperclip,find,3,3.0,3.0
paperclip,connecting agent,4,5.0,4.5
paperclip,laces loose,3,3.0,3.0
paperclip,processing art materials,3,3.0,3.0
paperclip,replacement loose part,3,4.0,3.5
paperclip,replacement button,4,5.0,4.5
paperclip,strengthen,3,4.0,3.5
paperclip,fresh food clamp,5,5.0,5.0
paperclip,different shapes,4,3.0,3.5
paperclip,paint up,4,4.0,4.0
paperclip,scratching paint off something,4,4.0,4.0
paperclip,twist,4,4.0,4.0
paperclip,bend weapon,3,4.0,3.5
paperclip,burn,2,2.0,2.0
paperclip,dazzle,3,5.0,4.0
paperclip,remove poop from under shoes,5,4.0,4.5
paperclip,fastening stuff,4,5.0,4.5
paperclip,cleaning shoe soles,4,4.0,4.0
paperclip,eyelashes stick together mascara tip paper clip,5,5.0,5.0
paperclip,very pot stopper decoration,3,4.0,3.5
paperclip,completely put together to make ring,4,4.0,4.0
paperclip,repair watches,4,4.0,4.0
paperclip,ink dipping drawing,4,4.0,4.0
paperclip,juggling,3,2.0,2.5
paperclip,close cheese bag,5,5.0,5.0
paperclip,attach cupboard so things hang,4,5.0,4.5
paperclip,sculpting notch stick,4,5.0,4.5
paperclip,look there is electricity somewhere,4,4.0,4.0
paperclip,whole stringing garland,4,4.0,4.0
paperclip,leaving clothes hanging together,4,5.0,4.5
paperclip,velcro,1,2.0,1.5
paperclip,copper wire substitute,4,4.0,4.0
paperclip,scratch objects,4,5.0,4.5
paperclip,show big compared paper clip,4,4.0,4.0
paperclip,show light,4,4.0,4.0
paperclip,light,2,2.0,2.0
paperclip,light switch string replacement,4,5.0,4.5
paperclip,pick loose,4,5.0,4.5
paperclip,material pin,4,5.0,4.5
paperclip,small holes in paper,4,5.0,4.5
paperclip,material draw paper pencil,4,4.0,4.0
paperclip,handle,3,2.0,2.5
paperclip,curtain clips,5,5.0,5.0
paperclip,bracelet chain shutter,5,4.0,4.5
paperclip,baking,2,2.0,2.0
paperclip,balloon puncture stick,5,5.0,5.0
paperclip,scratch screen,4,5.0,4.5
paperclip,sandwich bag closing clip,5,5.0,5.0
paperclip,capo,3,2.0,2.5
paperclip,thing zip open,5,5.0,5.0
paperclip,wires hold together,5,5.0,5.0
paperclip,pressing where fingers thick,5,5.0,5.0
paperclip,fly fastening broken,5,5.0,5.0
paperclip,electrocute paper clip socket,4,4.0,4.0
paperclip,string together necklace,4,4.0,4.0
paperclip,pull together remove iphone sim card,5,5.0,5.0
paperclip,belt fastened together,3,3.0,3.0
paperclip,close envelope,5,5.0,5.0
paperclip,folding figures,3,4.0,3.5
paperclip,photo holder,5,5.0,5.0
paperclip,yarn,2,4.0,3.0
paperclip,glass ball heating light bulb,4,4.0,4.0
paperclip,hang curtain at top,5,5.0,5.0
paperclip,stick together long iron wire teeth,4,3.0,3.5
paperclip,medical instrument,3,3.0,3.0
paperclip,several paper clips wire,4,4.0,4.0
paperclip,multiple paper clips can be chain,4,4.0,4.0
paperclip,key breaker,2,5.0,3.5
paperclip,kind of nail,4,4.0,4.0
paperclip,throw away game,4,3.0,3.5
paperclip,stars,4,3.0,3.5
paperclip,turn on stopwatch,4,4.0,4.0
paperclip,tattoo device,3,3.0,3.0
paperclip,strings rubber bands attach together paperclip,4,5.0,4.5
paperclip,connector bracelet chain,4,4.0,4.0
paperclip,roll out lock open,4,4.0,4.0
paperclip,sim card iphone crochet,5,5.0,5.0
paperclip,invent,1,2.0,1.5
paperclip,secure bandage,4,5.0,4.5
paperclip,connecting material,4,5.0,4.5
paperclip,bend paper clip,5,3.0,4.0
paperclip,inflect specific form choice,5,3.0,4.0
paperclip,paint beetroot juice dip place print somewhere,4,3.0,3.5
paperclip,paint stick,4,4.0,4.0
paperclip,entertainment,3,2.0,2.5
paperclip,replacement zipper handle,5,5.0,5.0
paperclip,for which iron wire is used,4,4.0,4.0
paperclip,lock button,4,5.0,4.5
paperclip,sex toy,3,2.0,2.5
paperclip,bobby pins,4,4.0,4.0
paperclip,skirt,2,1.0,1.5
paperclip,reset mobile phone,5,5.0,5.0
paperclip,coin game,4,4.0,4.0
paperclip,nails cleaner,5,4.0,4.5
paperclip,bend bracelet,4,4.0,4.0
paperclip,flood,1,3.0,2.0
paperclip,ear scratching,3,4.0,3.5
paperclip,example of broken trouser button,4,5.0,4.5
paperclip,hanging earrings,4,4.0,4.0
paperclip,dig up,2,3.0,2.5
paperclip,ears,2,3.0,2.5
paperclip,origami,4,3.0,3.5
paperclip,paper folder,5,5.0,5.0
paperclip,open pin iphone,5,5.0,5.0
paperclip,adhesive tape,4,4.0,4.0
paperclip,shooting dolls,3,3.0,3.0
paperclip,stick figure game,3,4.0,3.5
paperclip,play puppet,3,4.0,3.5
paperclip,stamp collection,5,5.0,5.0
paperclip,paperweight,1,3.0,2.0
paperclip,prosthesis,2,1.0,1.5
paperclip,reset equipment,5,5.0,5.0
paperclip,word,4,3.0,3.5
paperclip,phone open sim card,5,5.0,5.0
paperclip,prick stabbing,4,5.0,4.5
paperclip,signs street,4,3.0,3.5
paperclip,ignore,2,5.0,3.5
paperclip,fake nose ring,4,4.0,4.0
paperclip,nose blocker underwater,2,4.0,3.0
paperclip,pick your nose,4,4.0,4.0
paperclip,picking your nose,4,4.0,4.0
paperclip,gouge eyes,4,4.0,4.0
paperclip,eye catcher,4,4.0,4.0
paperclip,bend sharp object,4,4.0,4.0
paperclip,bend different,4,5.0,4.5
paperclip,bend wire,4,4.0,4.0
paperclip,bend it somewhere to hang on side for example keys,4,4.0,4.0
paperclip,bend figure,4,4.0,4.0
paperclip,bend pendant,4,4.0,4.0
paperclip,bend fake bracket,4,4.0,4.0
paperclip,bend prick,4,5.0,4.5
paperclip,bend sharp side somewhere hole,4,5.0,4.5
paperclip,bend key,4,3.0,3.5
paperclip,bend open keyhole,4,3.0,3.5
paperclip,bend shape,4,3.0,3.5
paperclip,bend so that door opens,4,3.0,3.5
paperclip,bend so that shapes stick,4,4.0,4.0
paperclip,draw outline,4,4.0,4.0
paperclip,melt down,3,4.0,3.5
paperclip,melt down other,3,4.0,3.5
paperclip,under legs wobbles,4,5.0,4.5
paperclip,nail cleaning thingy,4,5.0,4.5
paperclip,under nail clean,4,5.0,4.5
paperclip,nail cleaning thing,4,5.0,4.5
paperclip,remove nail debris,4,5.0,4.5
paperclip,open paper clip,4,5.0,4.5
paperclip,magnetic testing,4,5.0,4.5
paperclip,making cloth out of it,2,2.0,2.0
paperclip,tangerine opener,4,4.0,4.0
paperclip,folding way,4,4.0,4.0
paperclip,torture machine,4,4.0,4.0
paperclip,tie material knots somewhere,3,4.0,3.5
paperclip,carry,3,5.0,4.0
paperclip,multiple together kind of chain,4,4.0,4.0
paperclip,multiple chain,4,4.0,4.0
paperclip,people throw,3,5.0,4.0
paperclip,throwing shoes irritate people,3,5.0,4.0
paperclip,blade,4,4.0,4.0
paperclip,metal detector upset,3,4.0,3.5
paperclip,defend myself sharpest,3,4.0,3.5
paperclip,cut in middle,4,4.0,4.0
paperclip,mini models,3,3.0,3.0
paperclip,mini sword,4,4.0,4.0
paperclip,mobile support,4,4.0,4.0
paperclip,hard to reach hand,4,4.0,4.0
paperclip,murder weapon,2,4.0,3.0
paperclip,music tapping,4,2.0,3.0
paperclip,sew alternative,3,4.0,3.5
paperclip,sew object,3,4.0,3.5
paperclip,write name,4,4.0,4.0
paperclip,clean tip of nails,4,5.0,4.5
paperclip,thread loop of paper through it,4,4.0,4.0
paperclip,under nails clean,4,5.0,4.5
paperclip,place under table leg,4,5.0,4.5
paperclip,bundling paper,5,5.0,5.0
paperclip,clipping paper,5,5.0,5.0
paperclip,paper together holder,5,5.0,5.0
paperclip,tie paper together,5,5.0,5.0
paperclip,put paper together,5,5.0,5.0
paperclip,binding paper together,5,5.0,5.0
paperclip,sort paper,5,5.0,5.0
paperclip,fix paper,5,5.0,5.0
paperclip,tie up paper,5,5.0,5.0
paperclip,paper holding conventional way,5,5.0,5.0
paperclip,papers together,5,5.0,5.0
paperclip,connecting papers together,5,5.0,5.0
paperclip,keep papers in order,5,5.0,5.0
paperclip,sorting papers,5,5.0,5.0
paperclip,paper clamp,5,5.0,5.0
paperclip,paper collector,3,5.0,4.0
paperclip,pins together,4,4.0,4.0
paperclip,percil,3,3.0,3.0
paperclip,pierce ear,3,4.0,3.5
paperclip,piercing general,4,4.0,4.0
paperclip,arrow,4,4.0,4.0
paperclip,pain,3,5.0,4.0
paperclip,pin iphone,4,4.0,4.0
paperclip,need sim card pin,4,4.0,4.0
paperclip,pinning cards together,5,4.0,4.5
paperclip,stringing paperclips,4,4.0,4.0
paperclip,remove end from under nails,4,5.0,4.5
paperclip,paperclips together,4,4.0,4.0
paperclip,paperclip game,4,4.0,4.0
paperclip,part makeshift tattoo needle,4,4.0,4.0
paperclip,part prison tattoo gun,4,4.0,4.0
paperclip,ear picking,4,4.0,4.0
paperclip,text scratch somewhere,4,4.0,4.0
paperclip,piercing earring holes,4,4.0,4.0
paperclip,hold earrings together,5,4.0,4.5
paperclip,pierce ear hole,4,4.0,4.0
paperclip,ear stick,4,4.0,4.0
paperclip,hold ears together,5,4.0,4.5
paperclip,earphones do not knot each other holder,5,4.0,4.5
paperclip,wrap earphones around your mobile phone,5,4.0,4.5
paperclip,swing open door,4,3.0,3.5
paperclip,pull open,3,4.0,3.5
paperclip,opening sim card on iphones,4,4.0,4.0
paperclip,operation pin technical purposes,3,3.0,3.0
paperclip,hang on wall,4,4.0,4.0
paperclip,hanging rack,4,4.0,4.0
paperclip,hanging system,4,4.0,4.0
paperclip,tidy,2,5.0,3.5
paperclip,attach orchid stiffening rod,4,4.0,4.0
paperclip,throw up,3,5.0,4.0
paperclip,page holder reading book,5,5.0,5.0
paperclip,paper holes on sides together,4,5.0,4.5
paperclip,pack narrow space cases,4,4.0,4.0
paperclip,remove paperclip threads from sweatpants,4,4.0,4.0
paperclip,paperclip water compass,3,2.0,2.5
paperclip,pinning papers together,5,5.0,5.0
paperclip,retrieve trouser loop,4,4.0,4.0
paperclip,bend loose,4,5.0,4.5
paperclip,iphone side insert sim card,4,4.0,4.0
paperclip,close jacket using paper clip,4,4.0,4.0
paperclip,scratch yourself,3,4.0,3.5
paperclip,hurt yourself,3,5.0,4.0
paperclip,tickle your nose,4,5.0,4.5
paperclip,dress cleavage fixed,4,4.0,4.0
paperclip,dress paper clips,4,4.0,4.0
paperclip,fasten dress shirt,4,4.0,4.0
paperclip,card gift,4,4.0,4.0
paperclip,comb,2,3.0,2.5
paperclip,hanging in room,3,4.0,3.5
paperclip,christmas ball hanging on tree,5,4.0,4.5
paperclip,christmas ball pendant,5,4.0,4.5
paperclip,securing christmas baubles to tree,5,4.0,4.5
paperclip,chain bracelet,4,4.0,4.0
paperclip,chain closed,4,4.0,4.0
paperclip,chain children,4,4.0,4.0
paperclip,chain multiple,4,4.0,4.0
paperclip,chain several together,4,4.0,4.0
paperclip,chain neck,3,4.0,3.5
paperclip,chain paperclips,4,4.0,4.0
paperclip,chain paperclips together,4,4.0,4.0
paperclip,chains,4,4.0,4.0
paperclip,kitchenware,2,4.0,3.0
paperclip,clothing accessories,3,4.0,3.5
paperclip,open iphone sim card,4,4.0,4.0
paperclip,attach clothing strap to it,4,4.0,4.0
paperclip,iphone sim card opener,4,4.0,4.0
paperclip,clean iphone charger input,4,4.0,4.0
paperclip,water bottle handle,4,3.0,3.5
paperclip,hanging line,3,4.0,3.5
