research_id,response_id,respondent_id,object,original_response,cleaned_response,original_translated,translated_response,utility_rater02
NAT202402,19022,242,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19027,243,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19078,245,brick,foundation for outdoor structures,foundation outdoor structures,,foundation outdoor structures,
NAT202402,19080,245,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19090,246,brick,herb garden marker,herb garden marker,,herb garden marker,
NAT202402,19097,246,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19107,247,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19117,247,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19158,249,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19166,250,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19187,251,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19195,251,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19207,252,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19222,252,brick,historical teaching aid,historical teaching aid,,historical teaching aid,
NAT202402,19230,253,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19239,253,brick,structural model building,structural model building,,structural model building,
NAT202402,19267,255,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19279,255,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19301,256,brick,building block toy,building block toy,,building block toy,
NAT202402,19311,257,brick,herb garden marker,herb garden marker,,herb garden marker,
NAT202402,19340,258,brick,historical teaching aid,historical teaching aid,,historical teaching aid,
NAT202402,19361,259,brick,foundation for sculptures,foundation sculptures,,foundation sculptures,
NAT202402,19362,259,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19382,260,brick,historical teaching tool,historical teaching tool,,historical teaching tool,
NAT202402,19399,261,brick,coat hanger base,coat hanger base,,coat hanger base,
NAT202402,19404,262,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19430,263,brick,herb garden marker,herb garden marker,,herb garden marker,
NAT202402,19499,266,brick,historical teaching aid,historical teaching aid,,historical teaching aid,
NAT202402,19532,268,brick,foundation for structures,foundation structures,,foundation structures,
NAT202402,19533,268,brick,paper-making mold,papermaking mold,,papermaking mold,
NAT202402,19541,268,brick,historic teaching tool,historic teaching tool,,historic teaching tool,
NAT202402,19547,269,brick,garden path marker,garden path marker,,garden path marker,
NAT202402,19562,269,brick,building ruins for school projects,building ruins school projects,,building ruins school projects,
NAT202402,19576,270,brick,building ruin props,building ruin props,,building ruin props,
NAT202402,19662,274,brick,mold for clay,mold clay,,mold clay,
NAT202402,19700,331,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19720,332,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19736,333,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19756,334,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19776,335,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19802,336,brick,decorative garden marker,decorative garden marker,,decorative garden marker,
NAT202402,19822,337,brick,decorative garden marker,decorative garden marker,,decorative garden marker,
NAT202402,19855,339,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19880,340,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19897,341,brick,temporary driveway marker,temporary driveway marker,,temporary driveway marker,
NAT202402,19917,342,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19938,343,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19960,344,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,19982,345,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20017,347,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20095,351,brick,sculpture base,sculpture base,,sculpture base,
NAT202402,20121,352,brick,temporary driveway marker,temporary driveway marker,,temporary driveway marker,
NAT202402,20216,357,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20256,359,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20360,364,brick,temporary driveway marker,temporary driveway marker,,temporary driveway marker,
NAT202402,20377,365,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20399,366,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20454,369,brick,temporary driveway marker,temporary driveway marker,,temporary driveway marker,
NAT202402,20535,373,brick,drill press base,drill press base,,drill press base,
NAT202402,20578,375,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20695,381,brick,jewelry base,jewelry base,,jewelry base,
NAT202402,20735,383,brick,house number display,house number display,,house number display,
NAT202402,20740,383,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20754,384,brick,driveway marker,driveway marker,,driveway marker,
NAT202402,20783,276,brick, building material,building material,,building material,
NAT202402,20788,276,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20803,277,brick, building material,building material,,building material,
NAT202402,20808,277,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20823,278,brick, building material,building material,,building material,
NAT202402,20828,278,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20843,279,brick, building material,building material,,building material,
NAT202402,20848,279,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20863,280,brick, building material,building material,,building material,
NAT202402,20868,280,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20883,281,brick, building material,building material,,building material,
NAT202402,20888,281,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20903,282,brick, building material,building material,,building material,
NAT202402,20908,282,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20923,283,brick, building material,building material,,building material,
NAT202402,20928,283,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20943,284,brick, building material,building material,,building material,
NAT202402,20948,284,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20963,285,brick, building material,building material,,building material,
NAT202402,20968,285,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,20983,286,brick, building blocks,building blocks,,building blocks,
NAT202402,20991,286,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21003,287,brick, building blocks,building blocks,,building blocks,
NAT202402,21011,287,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21023,288,brick, building blocks,building blocks,,building blocks,
NAT202402,21031,288,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21043,289,brick, building blocks,building blocks,,building blocks,
NAT202402,21051,289,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21063,290,brick, building blocks,building blocks,,building blocks,
NAT202402,21071,290,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21083,291,brick, building blocks,building blocks,,building blocks,
NAT202402,21092,291,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21103,292,brick, building blocks,building blocks,,building blocks,
NAT202402,21112,292,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21123,293,brick, building material,building material,,building material,
NAT202402,21129,293,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21143,294,brick, building blocks,building blocks,,building blocks,
NAT202402,21152,294,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21163,295,brick, building blocks,building blocks,,building blocks,
NAT202402,21174,295,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21183,296,brick, building blocks,building blocks,,building blocks,
NAT202402,21192,296,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21203,297,brick, building blocks,building blocks,,building blocks,
NAT202402,21212,297,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21223,298,brick, building blocks,building blocks,,building blocks,
NAT202402,21232,298,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21243,299,brick, building blocks,building blocks,,building blocks,
NAT202402,21252,299,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21263,300,brick, building blocks,building blocks,,building blocks,
NAT202402,21273,300,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21283,301,brick, building blocks,building blocks,,building blocks,
NAT202402,21292,301,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21310,302,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21314,302,brick,building blocks,building blocks,,building blocks,
NAT202402,21330,303,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21332,303,brick,building material,building material,,building material,
NAT202402,21343,304,brick, building blocks,building blocks,,building blocks,
NAT202402,21352,304,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21363,305,brick, building blocks,building blocks,,building blocks,
NAT202402,21372,305,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21383,306,brick, building blocks,building blocks,,building blocks,
NAT202402,21393,306,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21400,306,brick,wall cladding,wall cladding,,wall cladding,
NAT202402,21403,307,brick, building blocks,building blocks,,building blocks,
NAT202402,21413,307,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21420,307,brick,wall cladding,wall cladding,,wall cladding,
NAT202402,21423,308,brick, building blocks,building blocks,,building blocks,
NAT202402,21433,308,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21450,309,brick,building material,building material,,building material,
NAT202402,21459,309,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21461,309,brick,soundproofing,soundproofing,,soundproofing,
NAT202402,21470,310,brick,building material,building material,,building material,
NAT202402,21479,310,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21481,310,brick,soundproofing,soundproofing,,soundproofing,
NAT202402,21483,311,brick, building blocks,building blocks,,building blocks,
NAT202402,21499,311,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21510,312,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21523,313,brick, building blocks,building blocks,,building blocks,
NAT202402,21539,313,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21543,314,brick, building blocks,building blocks,,building blocks,
NAT202402,21563,315,brick, building blocks,building blocks,,building blocks,
NAT202402,21577,315,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21583,316,brick, building blocks,building blocks,,building blocks,
NAT202402,21600,316,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21633,318,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21653,319,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21673,320,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21687,321,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21702,321,brick,arch,arch,,arch,
NAT202402,21705,322,brick,driveway,driveway,,driveway,
NAT202402,21706,322,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21725,323,brick,driveway,driveway,,driveway,
NAT202402,21726,323,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21738,323,brick,arch,arch,,arch,
NAT202402,21739,323,brick,bridge,bridge,,bridge,
NAT202402,21741,323,brick,fort,fort,,fort,
NAT202402,21792,326,brick,retaining wall,retaining wall,,retaining wall,
NAT202402,21811,327,brick,driveways,driveways,,driveways,
NAT202402,21813,327,brick,walls,walls,,walls,
